id,text,sentiment,lang,created_at,location_id,user_id
2845,"RT @MelanieMars_: Quiero a mi novio. Ah no, para cierto que no tengo.",-1,es,"2015-08-16 21:42:19 +0000",,2756
2846,"@lolurbradley @carrothungry @Tony__Aguilar @CocaCola_es can you follow @Magalu_95 🙏🏻",0,en,"2015-08-16 21:42:19 +0000",,2757
2847,"RT @tinatbh: when you've repeated yourself too many times and you're trying to keep it together before u really slap that person http://t.c…",0,en,"2015-08-16 21:42:19 +0000",,2758
2848,"The fountain💙",0,en,"2015-08-16 21:42:19 +0000",,2759
2849,"RT @pfvrgrego: se liga mano quem curte ver vídeos no YouTube canal essas paradas da uma moral pra um amigo meu já é: https://t.co/thkpb11Mn…",-1,pt,"2015-08-16 21:42:19 +0000",,2760
2850,"RT @n1irving: Aye y'all hard head ass people that be popping pills http://t.co/Y6aHVayaOg",-5,en,"2015-08-16 21:42:19 +0000",,2761
2851,"RT @STYLATORARMY: Follow everyone who retweets this tweet to gain new followers, they'll follow you back. 

Gain tweet in 3 minutes! Turn n…",2,en,"2015-08-16 21:42:19 +0000",,2762
2852,"#RecentWaka::: BECOME A RADIOWAKA BLOGGER http://t.co/mu1nUOhyYg",0,en,"2015-08-16 21:42:19 +0000",,2696
2853,"RT @horanfwncy: O primeiro TCA dos meninos e o ultimo como quinteto, nem chorei só tremi 
#TeenChoiceAwards http://t.co/4ZIogzJjUy",0,pt,"2015-08-16 21:42:19 +0000",,2763
2854,"@biadalbelo eu sei que me ama, eu te amo um pouquinho e da pra esperar? obrigada",0,pt,"2015-08-16 21:42:19 +0000",,1202
2855,"НУ ФЛЭШВСЕЛЕННОЙ Ж НЕТ 
мне чо с этими готемскими общаться? Или ваще Фелисити?  https://t.co/Lsl3xJMewU",0,ru,"2015-08-16 21:42:19 +0000",,2764
2856,"RT @UnEstudiante10: Llamas al timbre y... 

+Quién es? 
-YOOOO! 

Porque YO mola, porque YO aporta confianza, porque YO aclara cualquier du…",0,es,"2015-08-16 21:42:19 +0000",,2765
2857,"RT @madanreds: 【定期】
#フォローお願いします
#SEKAINOOWARI 
#浦和レッズ
#ゲスの極み乙女
#クリープハイプ 
#RADWIMPS 
#BUMPOFCHICKEN 
#SOL 
#銀魂 
#レッズファンと繋がりたい
#邦ロック好きな人と繋がりたい",0,ja,"2015-08-16 21:42:19 +0000",,2766
2858,"RT @STYLATORARMY: Follow everyone who retweets this tweet to gain new followers, they'll follow you back. 

Gain tweet in 3 minutes! Turn n…",2,en,"2015-08-16 21:42:19 +0000",,2762
2859,"Sad bloody motherducking anime.. but also so funny",1,en,"2015-08-16 21:42:19 +0000",,2767
2860,"@BandzSince89. I saw ya friend today the nigga with the dreads he said aint u wayne sister i said yeah he said thats my nigga",1,en,"2015-08-16 21:42:19 +0000",,2768
2861,"RT @rentomoda: 赤ちゃんの１歳。

それはママの１歳でもある。

#感動した人RT 
https://t.co/jPDeLmNVSj",0,ja,"2015-08-16 21:42:19 +0000",,2769
2862,"Mitroglou já começou",0,pt,"2015-08-16 21:42:19 +0000",,2770
2863,http://t.co/mCHfc9vZ0t,0,und,"2015-08-16 21:42:19 +0000",,2771
2864,"RT @efsane_kull: Ey Sevgili;
An gelir kelimeler dökülür,
Kalbine doğru çağlayan misali,
An gelir kelimeler sükuta bürünür..

Belki sükutu a…",0,tr,"2015-08-16 21:42:19 +0000",,2772
2865,"RT @efsane_kull: Ey Sevgili;
An gelir kelimeler dökülür,
Kalbine doğru çağlayan misali,
An gelir kelimeler sükuta bürünür..

Belki sükutu a…",0,tr,"2015-08-16 21:42:19 +0000",,2773
2866,"@ww_1r @NaNoO_66 انا شفت بنت وعجوز😟💔",0,ar,"2015-08-16 21:42:19 +0000",,2774
2867,"Te busque y te vi, por el fuego del fusil pero hoy no hay salida ♫",-1,es,"2015-08-16 21:42:19 +0000",,2775
2868,"2015 The new Ebony multi-functional outdoor knife Browning mini camping small fixed blade … http://t.co/nMqgoKHGS7 http://t.co/R917LntbK5",0,en,"2015-08-16 21:42:19 +0000",,2776
2869,"RT @Sladey_10: Unforgettable experience yday at Twickers. Such a proud day for myself, friends n family. Taken aback by the amount of suppo…",2,en,"2015-08-16 21:42:19 +0000",,2777
2870,"@daggertattoocth http://t.co/JYSyOrwzhE",0,und,"2015-08-16 21:42:19 +0000",,433
2871,"Я набрал 16 баллов и побил свой рекорд в игре ""Универ. Прокачай...",0,ru,"2015-08-16 21:42:19 +0000",,2778
2872,"RT @_RebeccArt: #30daydisneychallenge #day16 #favorite #hero #baymax #bighero6 #disney http://t.co/rlMxsIaZgc",0,und,"2015-08-16 21:42:19 +0000",,2779
2873,"「お前から選ばれた民は産まれないから」(文田)",0,ja,"2015-08-16 21:42:20 +0000",,2780
2874,"RT @SimonZanessa24: Yes..Ht for mamaya #AlDubTrueLoveWaits",0,en,"2015-08-16 21:42:20 +0000",,2781
2875,"@BBS_nakano にゃ（＾∇＾）",0,ja,"2015-08-16 21:42:20 +0000",,2782
2876,"RT @f_nisihara: 日本と中国の歴史時間の感覚が異なるということは重要なことで、一方が「すごく昔のことだし、もう謝罪とかいいよね」と思っても、もう一方は「はあ？ つい最近のことだろ、そんな簡単に謝罪なんか忘れて良いのか」と思うことがありえます。",0,ja,"2015-08-16 21:42:20 +0000",,2783
2877,"RT @brichurios: Ya entre en crisis de que ponerme hoy",-3,es,"2015-08-16 21:42:20 +0000",,2784
2878,"RT @sssaaaddd1800: الصاحب النادر بع الناس واشره.               احرص على اللي خوته راس ماله.               حمد السعيد.",0,ar,"2015-08-16 21:42:20 +0000",,2785
2879,"Eu quero assistir a transmissão mas a porra do Notebook tá ocupado 
#MTVHottest Justin Bieber",0,pt,"2015-08-16 21:42:20 +0000",,2786
2880,"RT @lexparise: Only up from here",0,en,"2015-08-16 21:42:20 +0000",,2787
2881,"Meu Anjo 󾌧❤
Amo Você meu benzinho!!! ❤❤❤❤❤❤ http://t.co/nI0IZytCbo",0,pt,"2015-08-16 21:42:20 +0000",,2788
2882,"@StellaGray_00 
ネットに強い弁護士",0,ja,"2015-08-16 21:42:20 +0000",,2789
2883,"RT @LawrenceS8: Many congratulations to @RichardLochhead on being endorsed as @theSNP candidate for Moray (@moraysnp) #TeamSNP #SP16 best o…",7,en,"2015-08-16 21:42:20 +0000",,2790
2884,"DEVASTATING LOSS!!                  #myfavouritevlog https://t.co/Zhs6IbRY5W",0,en,"2015-08-16 21:42:20 +0000",,2791
2885,"@REALVerium chill mal is doch nur dein fucking pc",-4,de,"2015-08-16 21:42:20 +0000",,2792
2886,"Great i love that im So happy",6,en,"2015-08-16 21:42:20 +0000",,2793
2887,"Amber better do work in 🏀 this season 😈👀😏",2,en,"2015-08-16 21:42:20 +0000",75,2794
2888,"WANTED: Gyarados
REWARD",0,tl,"2015-08-16 21:42:20 +0000",,2795
2889,"عمره ما قالها كلام حلو رغم كده بتحبه",0,ar,"2015-08-16 21:42:20 +0000",,2796
2890,"(malos padres) ? ( sabias que la mujer suele perder interes por la actividad sexual depues de los 40 )",0,es,"2015-08-16 21:42:20 +0000",,2797
2891,"Agora é serio!
Tenho que dormir 😴",0,pt,"2015-08-16 21:42:20 +0000",,2798
2892,"RT @minu225: クイズ「氷川いおなちゃんの家は何の道場でしょう？」
①空手　②剣道　③ライザップ（！！？）

そしてライザップのCM再現をするラブリーさん http://t.co/Ha2Lr3j4kj",0,ja,"2015-08-16 21:42:20 +0000",,2799
2893,"Ni hablar que estaba re durmiendo xd",0,es,"2015-08-16 21:42:20 +0000",,2800
2894,"من كان الله معه فلا عليه ممن يكيدون وممن يمكرون.
(إِنَّ اللَّهَ مَعَ الَّذِينَ اتَّقَوْا وَالَّذِينَ هُمْ مُحْسِنُونَ)
[Surat An-Nahl 128]",0,ar,"2015-08-16 21:42:20 +0000",,2801
2895,"RT @NiinaHermosa: Imma flex on any Nigga that ever hurt me !!! 💪",-2,en,"2015-08-16 21:42:20 +0000",,2802
2896,"RT @GSABM: تجاهلتك....
وأنا ضايق شعور
وخاطري مكسور،
تخيّل؛
قد ماني بحاجة وصالك..
تجاهلتك!",0,ar,"2015-08-16 21:42:20 +0000",,2803
2897,"137 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2",0,en,"2015-08-16 21:42:20 +0000",,9
2898,"@whyglee me identifiquei",0,pt,"2015-08-16 21:42:20 +0000",,2804
2899,"RT @DopedOutVibes: If it brings you pain, let it go.",0,en,"2015-08-16 21:42:20 +0000",,2805
2900,"RT @alizsh1: #تثبيت_موظفي_البنود_والعقود_والمستخدمين https://t.co/VwtWSVDViZ",0,und,"2015-08-16 21:42:20 +0000",,2806
2901,"@diferenteami lo mismo te digo mi vida, eres increibleeee colo tequierooooo9o❤❤❤❤❤❤",0,es,"2015-08-16 21:42:20 +0000",,2807
2902,"RT @Maidanamarcelo3: @romiperez361 @JulianSerrano01 jajaja seee ✌✌",0,es,"2015-08-16 21:42:20 +0000",,2808
2903,"137 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2",0,en,"2015-08-16 21:42:20 +0000",,9
2904,"RT @byNahuelYT: PUBLICADO! 😱🍬🍬
▶ https://t.co/ucYT3dfugl
RT = Te amo forever! 💕 http://t.co/3iCy9repwU",0,pt,"2015-08-16 21:42:20 +0000",,2809
2905,"аахахахахах",0,ru,"2015-08-16 21:42:20 +0000",,2810
2906,"RT @KAEsmail: لا يا جماعة والله فى فرق بين الice cap و الحجاب
و الTurban و الحجاب

و الرقبة دى فى الpackage أقسم بالله 
وانتو عارفين و احنا…",0,ar,"2015-08-16 21:42:20 +0000",,2811
2907,"FInd your #Creative Voice with Linda Bard on Second Wind. Live Now: http://t.co/Rb2HFhQOkj Also on #Itunes",0,en,"2015-08-16 21:42:20 +0000",,2812
2908,"@Dommaysonet That sounds like a good deal! How much was it on sale 😂",5,en,"2015-08-16 21:42:20 +0000",,2813
2909,"RT @cinsel_takip: Anala hard çalışma!!
Eşi inim inim inliyo!!!
Diğer erkeği de önde bekliyor!! 
#cinsel_takip
http://t.co/B5IRUJGIQY",-1,tr,"2015-08-16 21:42:20 +0000",,2814
2910,"Costa is a wasteman",0,en,"2015-08-16 21:42:20 +0000",,2815
2911,"No puede ser lunes mañana no pude ser",-1,es,"2015-08-16 21:42:20 +0000",,2816
2912,"Partner Support Center Coordinator job - Uber Technologies - Los Angeles, CA http://t.co/YseiNmIzRF",0,de,"2015-08-16 21:42:20 +0000",,2817
2913,"RT @SMACKHighMI: FALL SPORTS #SMACKSHOWDOWN

RT for Football 🏈
FAV for Soccer ⚽

Submit your Fall #Smack now: http://t.co/4BkHExEvDw
⬆ http…",0,en,"2015-08-16 21:42:20 +0000",,2818
2914,"بص بئا يابا عالجمال والحﻻوة ياغالى يابن الغايين #تويت_كانك_مع_محمد_شاهين",0,ar,"2015-08-16 21:42:20 +0000",,2819
2915,"RT @dopehighness: I WANT HIM!!! 😍😍😍 http://t.co/TChEDKCZ1e",0,en,"2015-08-16 21:42:20 +0000",,2820
2916,"Caio castro que homem maravilhosoooo",0,pt,"2015-08-16 21:42:20 +0000",,2821
2917,"E que traga paz pro coração (...) 💖 http://t.co/lt14H3Dtlj",0,pt,"2015-08-16 21:42:20 +0000",,2822
2918,"RT @demiourdream: eu e você na vida 😂 kkkkk te amo sis @worldneedsdemi ❤️❤️ http://t.co/MDeBGJbGsG",0,pt,"2015-08-16 21:42:20 +0000",,2823
2919,"RT @edwardopurebog: Нестор Гарсия: ""В матче с Россией совершали недостаточно дальних бросков""",0,ru,"2015-08-16 21:42:20 +0000",,2824
2920,"137 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2",0,en,"2015-08-16 21:42:20 +0000",,9
2921,"No quiero mas a mi novio porque no se puede😍✋",-1,es,"2015-08-16 21:42:20 +0000",,2825
2922,"RT @sacarianoss: Boatos de que a maioria dos alunos que levantam e saem da sala quando o professor fala ""quem n quer ver aula pode sair"" sã…",0,pt,"2015-08-16 21:42:20 +0000",,2826
2923,"@cocuk_dunyasi http://t.co/zvkz0b6VPt Avrupa'da geliştirilmiş binlerce etkinlik ilkokul ve okul öncesi cocukları icin...",0,tr,"2015-08-16 21:42:20 +0000",,2827
2924,"@ragdollygirl @craigloveday When it's open and I can afford to get over to Florida, lol.",0,en,"2015-08-16 21:42:20 +0000",,2828
2925,"So we are broke , has a side ever finished a league on 0 points #safc http://t.co/jvNL2cu1Tx",-1,en,"2015-08-16 21:42:20 +0000",76,2829
2926,"Hhhhhhhhahahahahahahahahahhahahshhhhhhhhhhhhhahahaa😂😂 https://t.co/rPRIHONDlz",0,it,"2015-08-16 21:42:20 +0000",,2830
2927,"137 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2",0,en,"2015-08-16 21:42:20 +0000",,9
2928,"عااوزه انحرف ✋",0,ar,"2015-08-16 21:42:20 +0000",77,2831
2929,"We too gangsta for pictures http://t.co/h6ezy2iOBj",0,en,"2015-08-16 21:42:20 +0000",,2832
2930,"'Straight Outta Compton' conquista las taquillas en EU http://t.co/gxWbJ9nweu",0,fr,"2015-08-16 21:42:20 +0000",,2833
2931,"RT @wildlife_uk: RT @AlicePippa48: ""Well hello little swallows"" taken by Otis @BBCSpringwatch @wildlife_uk  stopped to chat!! http://t.co/k…",-1,en,"2015-08-16 21:42:20 +0000",,2834
2932,"Sep 12",0,und,"2015-08-16 21:42:21 +0000",,2835
2933,"RT @CustomCutting: Seashell jewelry -- handmade seashell jewelry - JabberDuck http://t.co/j6tSJyH0mL http://t.co/AEPewdgces",0,en,"2015-08-16 21:42:21 +0000",,2836
2934,"cada vez que leo el ""tengo un problema"" de irene, lo leo como si lo estuviera diciendo yo y contestarme con un ""es verdad""",0,es,"2015-08-16 21:42:21 +0000",,2837
2935,"andy should be world no.1 tbh",0,en,"2015-08-16 21:42:21 +0000",,2838
2936,"RT @STYLATORARMY: Follow everyone who retweets this tweet to gain new followers, they'll follow you back. 

Gain tweet in 3 minutes! Turn n…",2,en,"2015-08-16 21:42:21 +0000",,2839
2937,"@soal_lk الله يرزقني بالوظيفه الي أقول بكره دوام",0,ar,"2015-08-16 21:42:21 +0000",,2840
2938,"@MRDS3 Σ（・□・；）",0,und,"2015-08-16 21:42:21 +0000",,2841
2939,"@kanon_1212     インピーSD決まりました！",0,ja,"2015-08-16 21:42:21 +0000",,2842
2940,"RT @kishmishyan1971: 恋人をつくってエッチするまで時間がかかりすぎ！
そんなの関係なし！
出会って即エッチアプリがあったぜ！！

即エッチ→http://t.co/83UPu8gPN4

しかも1人や2人でないしｗ http://t.co/aGYSbaBEgl",0,ja,"2015-08-16 21:42:21 +0000",,2843
2941,"RT @VEJA: Tucanos reprovam cobertura da TV Globo às manifestações &gt; http://t.co/O5LxULuYa4 http://t.co/oPg3WJfIn6",0,pt,"2015-08-16 21:42:21 +0000",,2844
2942,"""Hop is back"" is a Good song, but I really don't like the intro tbh",2,en,"2015-08-16 21:42:21 +0000",,2845
2943,"RT @IvmYoshi: sometimes you just gotta laugh some situations off, cause shits not even worth the stress.",3,en,"2015-08-16 21:42:21 +0000",,2846
2944,"RT @ziamftoty: Get @harryseaton to 20k &amp; i'll 💗 you forever bc he's very talented and my fave #HarryTo20K 
http://t.co/gYsu5SACQG http://t.…",0,en,"2015-08-16 21:42:21 +0000",,2847
2945,"RT @RelatableQuote: could listen to this all day, he killed it
http://t.co/o7YOzWIv8H",-3,en,"2015-08-16 21:42:21 +0000",,2848
2946,"RT @CacoBrasil2: Dilma detalha projetos para empreendedores de Salvador https://t.co/yWRtF3m9Js via @TVNBR",0,pt,"2015-08-16 21:42:21 +0000",,2849
2947,"RT @MMFitnessUK: Repetitions for muscle mass Repetitions for muscle mass

How much weigh is lifted  http://t.co/1IyiC2meT0 #fitfam #fitfamu…",0,en,"2015-08-16 21:42:21 +0000",,2533
2948,"RT @GaloNews_: O GALO ESTÁ MUITO BEM NO JOGO, TA EM CIMA, ESTÁ NO ABAFA!! Vamos time",0,pt,"2015-08-16 21:42:21 +0000",,2850
2949,"RT @prideblues_: KALA E WOLFIE É O OTP",0,sk,"2015-08-16 21:42:21 +0000",,2851
2950,"RT @SportsRadioWIP: .@BoydOnSports: Games to watch out for on the @Sixers 2015-16 schedule | http://t.co/R887vRSdqc",0,en,"2015-08-16 21:42:21 +0000",,2852
2951,"RT @3laa_ramadan: تلك هو الحب حتي اذا شابت الابدان احياها القلب ❤ http://t.co/99AIuonIXW",0,ar,"2015-08-16 21:42:21 +0000",,2853
2952,"RT @3afreat: بشق طريقي http://t.co/ZZq96aggFe",0,ar,"2015-08-16 21:42:21 +0000",,2854
2953,"138 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2",0,en,"2015-08-16 21:42:21 +0000",,9
2954,"20E2 977 #Sophistication #Apparels #Fun http://t.co/xHhDxPHoo4",0,und,"2015-08-16 21:42:21 +0000",,2855
2955,"@JulioVielma7 saludoss que dios te bendiga 🙏🏻💕",0,es,"2015-08-16 21:42:21 +0000",,2856
2956,"@dacvixen @KBlasivn the fact I'm on season 4 and I already know what happens",0,en,"2015-08-16 21:42:21 +0000",,2857
2957,"“@irwindomavel: você pode falar comigo #ask5sosfam  https://t.co/rfl1437Jr8”eu não consigo :(",0,pt,"2015-08-16 21:42:21 +0000",,2858
2958,"RT @RedCrypted: 4 MINS! GET ACTIVE",0,en,"2015-08-16 21:42:21 +0000",,2859
2959,"RT @FilipeRetRimas: Eu vim pra te afetar de alguma forma. Pra te fazer morrer por dentro ou pra te fazer viver como nunca..",0,pt,"2015-08-16 21:42:21 +0000",,2860
2960,"@josemblanco15 soy cocinera profesional ;)",0,es,"2015-08-16 21:42:21 +0000",,2861
2961,"@LasTenga JAJAJAJA MAMERTO TU QUE NO PILLAS LA IRONÍA EN MI PUBLICACIÓN, EN FIN... NO ESTA HECHO PARA GENTE COMO TÚ :)",0,es,"2015-08-16 21:42:21 +0000",,2862
2962,"やっはろ〜♪ http://t.co/oPoA0ONBBi",0,ja,"2015-08-16 21:42:21 +0000",,2863
2963,"RT @DavidRoads: If we really want to love we must learn how to forgive. -Mother Teresa",4,en,"2015-08-16 21:42:21 +0000",,2864
2964,"Why read when you can Netflix?",0,en,"2015-08-16 21:42:21 +0000",,2865
2965,http://t.co/dD2whlT3Zs,0,und,"2015-08-16 21:42:21 +0000",63,2866
2966,http://t.co/f0GcTE9xe8,0,und,"2015-08-16 21:42:21 +0000",,2867
2967,"@iktissadsa سجل مجانا في نظام بسيط العقاري
البرنامج الأقوى لإدارة الأملاك والعقارات
http://t.co/pprSbSlBAK http://t.co/p3m82FbgLh",0,ar,"2015-08-16 21:42:21 +0000",,2868
2968,"RT @pxrfectjurado: Oke http://t.co/RH0ue1Cucw",0,und,"2015-08-16 21:42:21 +0000",,2869
2969,"RT @AlFerruci: (اصلوها فاصبروا أو لا تصبروا سواء عليكم إنما تجزون ما كنتم تعملون) [الطور:16] http://t.co/XSHPJgz5WN",0,ar,"2015-08-16 21:42:22 +0000",,2870
2970,"RT @bubblezzx_: I'm not sorry I don't care about so many people anymore, it is what it is",1,en,"2015-08-16 21:42:22 +0000",,2871
2971,"@null sekarang jam 04:40:14 WIB",0,in,"2015-08-16 21:42:22 +0000",,2872
2972,"オネスト制限にしたコンマイ爆発しろ　とマスターが叫んでいました…またダークネスに取り入られてしまわないかと心配でなりません…",0,ja,"2015-08-16 21:42:22 +0000",,2873
2973,"#freeNewYorkCity Free Wicker Hamper (Brooklyn) http://t.co/lTKO8Ho27c",0,en,"2015-08-16 21:42:22 +0000",,2874
2974,"RT @omosiro_APR: ヤベぇｗｗ
モンハン好きは絶対にハマる
無料神アプリ♪

→http://t.co/HhPEmCQZxs

本気でクオリティ高すぎｗ http://t.co/VdBb7pZcCO",0,ja,"2015-08-16 21:42:22 +0000",,2875
2975,"RT @_cierrraaa: It ain't nothing to delete &amp; block a number 😂 act like you know!",1,en,"2015-08-16 21:42:22 +0000",,2876
2976,"My mom is making chocoflan 😋🍮",0,en,"2015-08-16 21:42:22 +0000",,2877
2977,"RT @aeTaladro: Göz görmek istediğini, ruh hissetmek istediğini, kalp özlediğini sever",0,tr,"2015-08-16 21:42:22 +0000",,2878
2978,"RT @BILLYNUMINOUS: Whatever is done with full attention is meditation.",0,en,"2015-08-16 21:42:22 +0000",,648
2979,"RT @PoliticaEnRiver: 24 camiones con ropa, 1.230 colchones; 97.000 lts de agua y 133.000 pañales, art. de limpieza y alimentos. Espectacula…",0,es,"2015-08-16 21:42:22 +0000",,2879
2980,"RT @lacreisantana: Ja cabou gente comassim, volta e canta o dvd inteiro LuanSantanaNoFaustão #MPN #ESCREVEAI",0,pt,"2015-08-16 21:42:22 +0000",,2880
2981,"RT @RyannMinajj: finally got this masterpiece 😻 this album SPEAKS TO ME 💞 @MelanieLBBH #CRYBABY 💦 http://t.co/lRT3yuXc8M",4,en,"2015-08-16 21:42:22 +0000",,2881
2982,"RT @am_sa9: نصيحة اليوم : 💙 http://t.co/DE70atyJsd",0,ar,"2015-08-16 21:42:22 +0000",,2882
2983,Pls,0,und,"2015-08-16 21:42:22 +0000",,2883
2984,"@_Kmedina_ dayuuum 👀",0,en,"2015-08-16 21:42:22 +0000",11,2884
2985,"@iixra_ مثلي💔😂",0,ar,"2015-08-16 21:42:22 +0000",,2885
2986,"prettystudying:

© chelley darling:  http://t.co/E2KHUlplkE http://t.co/E2KHUlplkE http://chelleydarling... http://t.co/iCZ675T20u",0,en,"2015-08-16 21:42:22 +0000",,2886
2987,"...не умели плавать, либо находились в состоянии алкогольного...",0,ru,"2015-08-16 21:42:22 +0000",,2887
2988,"@Glacies_Flamma '3'~",0,und,"2015-08-16 21:42:22 +0000",,2888
2989,"RT @anamoreiraa7: Não sou de paneleirices, nem lamechices, acho isso um bocado desnecessário. Por vezes cansa",0,pt,"2015-08-16 21:42:22 +0000",,2889
2990,"Acting like a political bigot in my house is something downright loathsome.",2,en,"2015-08-16 21:42:22 +0000",,2890
2991,"AC: aap chuiye",0,ht,"2015-08-16 21:42:22 +0000",,2891
2992,"美品■ComplexBIZ(コンプレックスビズ) アクセサリー かんざし■新着7 商品の詳細           ジャンル     ：    アクセサリー            ブランド     ：… http://t.co/vfLs2nsVWi",0,ja,"2015-08-16 21:42:22 +0000",,2892
2993,"RT @yowa_pedabl: そろそろ結婚したい・・・！！
その前に、あなたには何が足りないのか、
あなたにおすすめの相手は？

こちら→http://t.co/a5wFmbE0K0

20才以上って設定すれば誰でもできるよ！ http://t.co/3RAUo8XlTH",0,ja,"2015-08-16 21:42:22 +0000",,2893
2994,"RT @VESGALIZADA: Uma taradinha de leve nas bailarinas LuanSantanaNoFaustão #MPN #ESCREVEAI",0,pt,"2015-08-16 21:42:22 +0000",,2894
2995,"RT @Magoo_Q8: هذا فيديو حق الجواز السوري مال عبدالحميد دشتي حق اللي يقولون ان الصورة مفبركة 
 🚶🏻
http://t.co/hVS4UnzK6T",0,ar,"2015-08-16 21:42:22 +0000",,2895
2996,"170- #MTVSummerStar #MTVHottest Lady Gaga 🌲 Rihanna 🌲 Jessie J 🌲 Ariana Grande 🌲 Katy Perry",0,en,"2015-08-16 21:42:22 +0000",,2896
2997,"RT @liselisu18: Kaç gündür paylaşım yapmıyodum Günaydın tatlışlar anlık RT ❤️👅💋 http://t.co/ZlLmH8eqry",0,tr,"2015-08-16 21:42:22 +0000",,2897
2998,"@k_alsh3laan كلنا معه حقق كثير ومابنتركه يوم انهزم💙💛",0,ar,"2015-08-16 21:42:22 +0000",,2898
2999,"Luv it https://t.co/tKvywOjiMA",0,en,"2015-08-16 21:42:22 +0000",,2899
3000,"Kıraç - Beddua (Official Video) https://t.co/QIVISVaHhI @YouTube aracılığıyla",0,tr,"2015-08-16 21:42:22 +0000",,2900
3001,"RT @Michael5SOS: @MTV THX MTV ❤️",0,en,"2015-08-16 21:42:22 +0000",,2901
3002,"WHAT THE FUCK CHARLOTTE",0,en,"2015-08-16 21:42:22 +0000",78,2902
3003,"@signedbieber @hadidscrew @REVlVALDELUXE OH MY FLDSH",0,en,"2015-08-16 21:42:22 +0000",,2903
3004,"RT @lindodemaisls: fui em show semana passada e tô com saudade :( LuanSantanaNoFaustão",0,pt,"2015-08-16 21:42:22 +0000",,2904
3005,"I'm smooth af",0,en,"2015-08-16 21:42:22 +0000",,2905
3006,"@EmilyCanham did jake give you my letter? i gave it to him in Manchester 🙈",0,en,"2015-08-16 21:42:22 +0000",,2906
3007,"@DstinctNstincts hahah good man",3,tl,"2015-08-16 21:42:22 +0000",,2907
3008,"اللهم اجعلني ممن يدعو لصديقه بصدق، فيدعو صديقه له، فيُغفر لنا جميعاً 💕 https://t.co/dYdYnz4yq2",0,ar,"2015-08-16 21:42:22 +0000",79,2908
3009,"@alexxx_monet don't make me cry 😢 love you too... Leave it to ""special boy"" to make sure you remember this day with a toe casualty 😆",0,en,"2015-08-16 21:42:22 +0000",,2909
3010,"RT @SoDamnTrue: Honors/AP student starter pack. http://t.co/pLBGzbB36x",0,en,"2015-08-16 21:42:22 +0000",,2910
3011,"RT @CanalEncuentro: Ana Cacopardo propone reflexionar en torno a la comunicación comunitaria. #HistoriasdebidasLatinoamérica 19:00 http://t…",0,es,"2015-08-16 21:42:22 +0000",,2911
3012,"Forever 21 Gift Card $57.77 Meechandise Store Credit - Full read by eBay http://t.co/o11eMTF0DT http://t.co/Uy9mOY9C63",0,en,"2015-08-16 21:42:22 +0000",,2251
3013,"SABLON_SATUAN 1.860 Napi Kaltim-Kaltara dapatkan remisi http://t.co/X3PpPPXylX BBPIN_207BD550 http://t.co/uG5yPpNOat",0,in,"2015-08-16 21:42:22 +0000",,2912
3014,"Sorry, you're too late for #AmexGap. For more information see https://t.co/Pn6keMWqTh",0,en,"2015-08-16 21:42:22 +0000",,2913
3015,"Saved today!  #Michigan #brake4turtles http://t.co/txAy8n6c8H",0,en,"2015-08-16 21:42:22 +0000",,2914
3016,"Enjoy a cute baby panda! :) http://t.co/QIfsYGFfI9 http://t.co/0HOMa7keI2",2,en,"2015-08-16 21:42:22 +0000",,2915
3017,"When your mum thinks you've been smoking weed and you're like http://t.co/PZJ3SLNUuy",2,en,"2015-08-16 21:42:22 +0000",,2916
3018,"@AirCanada #loveforparis  https://t.co/iBa3ESSkP3",0,und,"2015-08-16 21:42:22 +0000",,2917
3019,"137 #MTVHottest Lana del Rey 🐧 Britney Spears 🐧 Demi Lovato x2",0,en,"2015-08-16 21:42:20 +0000",,9
3020,"RT @GeniusPothead: If marijuana use offends you

you need to do some research📚",-2,en,"2015-08-16 21:42:23 +0000",,2918
3021,"RT @HipDeathDaddy: *criesturbates*",0,en,"2015-08-16 21:42:23 +0000",,2919
3022,"RT @t4sxpuvygqb6: 体重と身長を入力するだけで
自分の肥満度を知れて
自分に適したダイエット法を教えてくれるよ★

これ→http://t.co/P1qoMZoSsd

お医者さん監修だけあってアドバイスが超役立つ☆ http://t.co/dvO9kCAKiX",0,ja,"2015-08-16 21:42:23 +0000",,2920
3023,"RT @JamalBnHuwaireb: لم يعد لدول #مجلس_التعاون_الخليجي خيارات أخرى بعد اكتشاف #حزب_الشيطان_الكويتي إلا الاتحاد والقضاء على حزب الشيطان اللب…",0,ar,"2015-08-16 21:42:23 +0000",,2921
3024,"RT @MichelPesquera: El hombre que trata a su mujer como una princesa es la mejor prueba de que fue criado en los brazos de una reina.",0,es,"2015-08-16 21:42:23 +0000",,2922
3025,"雨降ってる… 昨日早く寝たのに眠い",0,ja,"2015-08-16 21:42:23 +0000",,2923
3026,"AH I CANT WAIT TO DYE MY HAIR",0,en,"2015-08-16 21:42:23 +0000",,2924
